tag,step,value,wall_time
train/approx_kl,546816,0.004795474465936422,1775340600.9497778
train/approx_kl,549978,0.004580974578857422,1775340639.9959006
train/approx_kl,559104,0.004015673417598009,1775340651.4445045
train/approx_kl,565248,0.004354226868599653,1775340659.7838702
train/approx_kl,571392,0.004766440484672785,1775340668.2636218
train/approx_kl,577536,0.004434023518115282,1775340676.7834501
train/approx_kl,583680,0.004756310489028692,1775340684.9995031
train/approx_kl,589824,0.004801780916750431,1775340693.4913683
train/approx_kl,595968,0.003156118793413043,1775340701.7493916
train/approx_kl,599976,0.004060658160597086,1775340742.988686
train/approx_kl,608256,0.004412958864122629,1775340753.2941074
train/approx_kl,614400,0.004308067727833986,1775340761.6780245
train/approx_kl,620544,0.005303772632032633,1775340770.212734
train/approx_kl,626688,0.004137466661632061,1775340779.025229
train/approx_kl,632832,0.004349096212536097,1775340787.8698223
train/approx_kl,638976,0.005142028909176588,1775340797.319043
train/approx_kl,645120,0.00505767622962594,1775340807.199723
train/approx_kl,649974,0.003961735870689154,1775340845.2825873
train/approx_kl,657408,0.005294492933899164,1775340855.343503
train/approx_kl,663552,0.004020696971565485,1775340864.393965
train/approx_kl,669696,0.0031963959336280823,1775340873.25975
train/approx_kl,675840,0.0029598213732242584,1775340882.5820978
train/approx_kl,681984,0.0032275274861603975,1775340891.6606126
train/approx_kl,688128,0.004113369155675173,1775340899.9243937
train/approx_kl,694272,0.0045592146925628185,1775340908.3885946
train/approx_kl,699972,0.005006774328649044,1775340950.1747785
train/approx_kl,706560,0.0037674058694392443,1775340959.2444036
train/approx_kl,712704,0.004640758968889713,1775340967.9311166
train/approx_kl,718848,0.0037157025653868914,1775340976.6448436
train/approx_kl,724992,0.003323327051475644,1775340985.4779303
train/approx_kl,731136,0.003077935427427292,1775340994.0196047
train/approx_kl,737280,0.005577439442276955,1775341002.4493983
train/approx_kl,743424,0.003997714724391699,1775341010.8285537
train/approx_kl,749568,0.004413241986185312,1775341019.7492657
train/approx_kl,749970,0.003576632821932435,1775341055.0105689
train/approx_kl,761856,0.0044844672083854675,1775341069.548477
train/approx_kl,768000,0.003789421170949936,1775341078.2737184
train/approx_kl,774144,0.0032113909255713224,1775341087.1165786
train/approx_kl,780288,0.0033380233217030764,1775341095.5832822
train/approx_kl,786432,0.0030334091279655695,1775341104.2076824
train/approx_kl,792576,0.003955223131924868,1775341113.0625055
train/approx_kl,798720,0.003082245821133256,1775341121.7375367
train/approx_kl,799968,0.004063308704644442,1775341161.9688807
train/approx_kl,811008,0.0035352723207324743,1775341175.6660137
train/approx_kl,817152,0.00273050251416862,1775341184.0472515
train/approx_kl,823296,0.0037486639339476824,1775341192.376746
train/approx_kl,829440,0.0028116286266595125,1775341200.52745
train/approx_kl,835584,0.0031475822906941175,1775341208.9517555
train/approx_kl,841728,0.002154560061171651,1775341217.5112383
train/approx_kl,847872,0.003246816573664546,1775341226.9419515
train/approx_kl,849966,0.0033529046922922134,1775341266.4916093
train/approx_kl,860160,0.002771461382508278,1775341278.9398515
train/approx_kl,866304,0.004242695868015289,1775341287.7489176
train/approx_kl,872448,0.0031963512301445007,1775341296.3963437
train/approx_kl,878592,0.0033936493564397097,1775341304.9450004
train/approx_kl,884736,0.003178684739395976,1775341314.790463
train/approx_kl,890880,0.0023668932262808084,1775341325.6642663
train/approx_kl,897024,0.004552673548460007,1775341334.3384354
train/approx_kl,899964,0.002855181461200118,1775341372.586994
train/approx_kl,909312,0.0034792993683367968,1775341385.3692997
train/approx_kl,915456,0.0022254835348576307,1775341395.9593499
train/approx_kl,921600,0.001907981582917273,1775341405.5026155
train/approx_kl,927744,0.002309104660525918,1775341414.837656
train/approx_kl,933888,0.0017485677963122725,1775341423.7602715
train/approx_kl,940032,0.0031764351297169924,1775341432.8467999
train/approx_kl,946176,0.0021687818225473166,1775341442.1729004
train/approx_kl,949962,0.002908889204263687,1775341479.6471016
train/approx_kl,958464,0.00041222746949642897,1775341491.222865
train/approx_kl,964608,0.0010553030297160149,1775341500.1880577
train/approx_kl,970752,0.0006752586341463029,1775341509.1449957
train/approx_kl,976896,0.0007482473156414926,1775341517.9918084
train/approx_kl,983040,0.00030009890906512737,1775341526.9066188
train/approx_kl,989184,7.686277240281925e-05,1775341535.7113717
train/approx_kl,995328,3.767386078834534e-05,1775341544.5180554
train/approx_kl,999960,9.915848750097211e-06,1775341582.2027621
train/clip_fraction,12288,0.14199218153953552,1775339533.6636229
train/clip_fraction,18432,0.10120442509651184,1775339541.8761601
train/clip_fraction,24576,0.05016275867819786,1775339550.0845392
train/clip_fraction,30720,0.04472656175494194,1775339558.2216923
train/clip_fraction,36864,0.04638671875,1775339566.3160589
train/clip_fraction,43008,0.0509440116584301,1775339574.5213876
train/clip_fraction,49152,0.03509114682674408,1775339582.718459
train/clip_fraction,49998,0.05156249925494194,1775339619.6232867
train/clip_fraction,61440,0.04501952975988388,1775339634.1539419
train/clip_fraction,67584,0.05169270932674408,1775339642.9298034
train/clip_fraction,73728,0.04635416716337204,1775339652.0171077
train/clip_fraction,79872,0.05071614682674408,1775339661.4696438
train/clip_fraction,86016,0.03515625,1775339669.0574834
train/clip_fraction,92160,0.0418294258415699,1775339676.7397757
train/clip_fraction,98304,0.05449218675494194,1775339685.0035224
train/clip_fraction,99996,0.05771484225988388,1775339720.0907164
train/clip_fraction,110592,0.0403645820915699,1775339732.289978
train/clip_fraction,116736,0.05198567733168602,1775339740.205058
train/clip_fraction,122880,0.04251302033662796,1775339748.154499
train/clip_fraction,129024,0.04274088516831398,1775339756.1254742
train/clip_fraction,135168,0.06145833432674408,1775339764.260982
train/clip_fraction,141312,0.03173828125,1775339772.1690335
train/clip_fraction,147456,0.05211588367819786,1775339780.1187716
train/clip_fraction,149994,0.04371744766831398,1775339817.9403205
train/clip_fraction,159744,0.05335286632180214,1775339831.4142787
train/clip_fraction,165888,0.04440104216337204,1775339840.0908542
train/clip_fraction,172032,0.05895182117819786,1775339848.1542072
train/clip_fraction,178176,0.04840494692325592,1775339856.3815832
train/clip_fraction,184320,0.04791666567325592,1775339864.3020833
train/clip_fraction,190464,0.05214843899011612,1775339872.3641706
train/clip_fraction,196608,0.06490885466337204,1775339880.4444206
train/clip_fraction,199992,0.05901692807674408,1775339917.6412048
train/clip_fraction,208896,0.05091146007180214,1775339928.7611272
train/clip_fraction,215040,0.05201822891831398,1775339937.1548228
train/clip_fraction,221184,0.05074869841337204,1775339945.560183
train/clip_fraction,227328,0.05445963516831398,1775339953.6887398
train/clip_fraction,233472,0.06116536632180214,1775339961.769345
train/clip_fraction,239616,0.04222005233168602,1775339970.1455054
train/clip_fraction,245760,0.05299479141831398,1775339978.476698
train/clip_fraction,249990,0.0400390625,1775340017.203117
train/clip_fraction,258048,0.0548502616584301,1775340027.9703119
train/clip_fraction,264192,0.04534505307674408,1775340036.6711142
train/clip_fraction,270336,0.04931640625,1775340044.975037
train/clip_fraction,276480,0.05693359300494194,1775340052.9648702
train/clip_fraction,282624,0.05683593824505806,1775340061.1329396
train/clip_fraction,288768,0.07099609076976776,1775340069.4598787
train/clip_fraction,294912,0.03886718675494194,1775340077.8672893
train/clip_fraction,299988,0.0450846366584301,1775340117.4541624
train/clip_fraction,307200,0.04944661632180214,1775340127.847362
train/clip_fraction,313344,0.04680989682674408,1775340137.789206
train/clip_fraction,319488,0.02568359300494194,1775340146.257677
train/clip_fraction,325632,0.03203124925494194,1775340154.9599528
train/clip_fraction,331776,0.04436849057674408,1775340163.7584805
train/clip_fraction,337920,0.04000651091337204,1775340172.4296908
train/clip_fraction,344064,0.0460611991584301,1775340181.0084054
train/clip_fraction,349986,0.05078125,1775340224.3134336
train/clip_fraction,356352,0.04762369766831398,1775340233.0446713
train/clip_fraction,362496,0.05130208283662796,1775340241.4502883
train/clip_fraction,368640,0.0398763008415699,1775340250.0754874
train/clip_fraction,374784,0.04651692882180214,1775340258.8109794
train/clip_fraction,380928,0.05423177033662796,1775340267.4218776
train/clip_fraction,387072,0.0224609375,1775340275.9751122
train/clip_fraction,393216,0.04472656175494194,1775340285.1460624
train/clip_fraction,399360,0.02998046949505806,1775340293.59307
train/clip_fraction,399984,0.03343098983168602,1775340327.6389773
train/clip_fraction,411648,0.02005208283662796,1775340342.7854428
train/clip_fraction,417792,0.03997395932674408,1775340351.3973792
train/clip_fraction,423936,0.03089192695915699,1775340360.3423285
train/clip_fraction,430080,0.02490234375,1775340369.3573284
train/clip_fraction,436224,0.03753255307674408,1775340378.2130969
train/clip_fraction,442368,0.04661458358168602,1775340387.6747396
train/clip_fraction,448512,0.04127604141831398,1775340396.915981
train/clip_fraction,449982,0.03209635242819786,1775340431.9878778
train/clip_fraction,460800,0.04417317733168602,1775340447.2361908
train/clip_fraction,466944,0.02412109449505806,1775340456.9373426
train/clip_fraction,473088,0.02171223983168602,1775340465.661212
train/clip_fraction,479232,0.04114583507180214,1775340474.2954514
train/clip_fraction,485376,0.04397786408662796,1775340483.0221636
train/clip_fraction,491520,0.03854166716337204,1775340491.6693685
train/clip_fraction,497664,0.02887369878590107,1775340500.4661582
train/clip_fraction,499980,0.04274088516831398,1775340538.6666148
train/clip_fraction,509952,0.03369140625,1775340551.0388775
train/clip_fraction,516096,0.05410156399011612,1775340559.5500662
train/clip_fraction,522240,0.02740885503590107,1775340568.0363944
train/clip_fraction,528384,0.04440104216337204,1775340576.2304115
train/clip_fraction,534528,0.02298177033662796,1775340584.6819615
train/clip_fraction,540672,0.02347005158662796,1775340592.7102273
train/clip_fraction,546816,0.04501952975988388,1775340600.949795
train/clip_fraction,549978,0.03170572966337204,1775340639.9960988
train/clip_fraction,559104,0.02682291716337204,1775340651.444522
train/clip_fraction,565248,0.02900390699505806,1775340659.7838879
train/clip_fraction,571392,0.03076171875,1775340668.2636392
train/clip_fraction,577536,0.03131510317325592,1775340676.7834673
train/clip_fraction,583680,0.04222005233168602,1775340684.9995198
train/clip_fraction,589824,0.04156900942325592,1775340693.491385
train/clip_fraction,595968,0.02750650979578495,1775340701.7494085
train/clip_fraction,599976,0.02229817770421505,1775340742.9889472
train/clip_fraction,608256,0.02760416641831398,1775340753.2941244
train/clip_fraction,614400,0.02958984300494194,1775340761.6780424
train/clip_fraction,620544,0.03164062649011612,1775340770.212751
train/clip_fraction,626688,0.03053385391831398,1775340779.0252545
train/clip_fraction,632832,0.02646484412252903,1775340787.869839
train/clip_fraction,638976,0.03759765625,1775340797.31906
train/clip_fraction,645120,0.0411783866584301,1775340807.1997392
train/clip_fraction,649974,0.01975911483168602,1775340845.282929
train/clip_fraction,657408,0.0392252616584301,1775340855.3435202
train/clip_fraction,663552,0.02958984300494194,1775340864.393982
train/clip_fraction,669696,0.01624348945915699,1775340873.2597675
train/clip_fraction,675840,0.01891276054084301,1775340882.5821295
train/clip_fraction,681984,0.01731770858168602,1775340891.66063
train/clip_fraction,688128,0.03391927108168602,1775340899.9244184
train/clip_fraction,694272,0.02184244804084301,1775340908.3886113
train/clip_fraction,699972,0.03170572966337204,1775340950.1750643
train/clip_fraction,706560,0.03570963442325592,1775340959.2444198
train/clip_fraction,712704,0.04195963591337204,1775340967.9311337
train/clip_fraction,718848,0.014485676772892475,1775340976.6448605
train/clip_fraction,724992,0.01796874962747097,1775340985.477947
train/clip_fraction,731136,0.01995442621409893,1775340994.0196218
train/clip_fraction,737280,0.0338541679084301,1775341002.449415
train/clip_fraction,743424,0.02483723871409893,1775341010.8285706
train/clip_fraction,749568,0.02151692658662796,1775341019.7492816
train/clip_fraction,749970,0.011751302517950535,1775341055.0109437
train/clip_fraction,761856,0.02483723871409893,1775341069.5484936
train/clip_fraction,768000,0.02434895746409893,1775341078.2737358
train/clip_fraction,774144,0.01608072966337204,1775341087.1165955
train/clip_fraction,780288,0.02021484449505806,1775341095.5832996
train/clip_fraction,786432,0.014322916977107525,1775341104.2077017
train/clip_fraction,792576,0.02324218675494194,1775341113.0625217
train/clip_fraction,798720,0.00937500037252903,1775341121.7375534
train/clip_fraction,799968,0.0166015625,1775341161.969156
train/clip_fraction,811008,0.02197265625,1775341175.6660306
train/clip_fraction,817152,0.0063802083022892475,1775341184.0472684
train/clip_fraction,823296,0.010546875186264515,1775341192.3767624
train/clip_fraction,829440,0.011393229477107525,1775341200.5274673
train/clip_fraction,835584,0.005924479104578495,1775341208.9517715
train/clip_fraction,841728,0.0040039061568677425,1775341217.511255
train/clip_fraction,847872,0.005631510633975267,1775341226.9419718
train/clip_fraction,849966,0.010286458767950535,1775341266.4918563
train/clip_fraction,860160,0.004459635354578495,1775341278.9398715
train/clip_fraction,866304,0.015071614645421505,1775341287.7489352
train/clip_fraction,872448,0.0087890625,1775341296.396361
train/clip_fraction,878592,0.006282552145421505,1775341304.9450169
train/clip_fraction,884736,0.0068359375,1775341314.7904809
train/clip_fraction,890880,0.0028971354477107525,1775341325.6642833
train/clip_fraction,897024,0.01598307304084301,1775341334.3384523
train/clip_fraction,899964,0.0047200522385537624,1775341372.587177
train/clip_fraction,909312,0.0058919270522892475,1775341385.3693154
train/clip_fraction,915456,0.0044921874068677425,1775341395.959368
train/clip_fraction,921600,0.0031250000465661287,1775341405.5026321
train/clip_fraction,927744,0.002376302145421505,1775341414.8376837
train/clip_fraction,933888,0.00045572916860692203,1775341423.7602885
train/clip_fraction,940032,0.0044921874068677425,1775341432.8468175
train/clip_fraction,946176,0.0002604166802484542,1775341442.1729221
train/clip_fraction,949962,0.0027018229011446238,1775341479.6473672
train/clip_fraction,958464,0.0,1775341491.2228827
train/clip_fraction,964608,0.00032552084303461015,1775341500.188078
train/clip_fraction,970752,0.0,1775341509.1450121
train/clip_fraction,976896,0.0003906250058207661,1775341517.991825
train/clip_fraction,983040,0.0,1775341526.906636
train/clip_fraction,989184,0.0,1775341535.7113876
train/clip_fraction,995328,0.0,1775341544.5180733
train/clip_fraction,999960,0.0,1775341582.2030315
train/clip_range,12288,0.20000000298023224,1775339533.6636386
train/clip_range,18432,0.20000000298023224,1775339541.8761754
train/clip_range,24576,0.20000000298023224,1775339550.0845535
train/clip_range,30720,0.20000000298023224,1775339558.221707
train/clip_range,36864,0.20000000298023224,1775339566.3160727
train/clip_range,43008,0.20000000298023224,1775339574.5214021
train/clip_range,49152,0.20000000298023224,1775339582.7184732
train/clip_range,49998,0.20000000298023224,1775339619.6235282
train/clip_range,61440,0.20000000298023224,1775339634.153956
train/clip_range,67584,0.20000000298023224,1775339642.9298182
train/clip_range,73728,0.20000000298023224,1775339652.0171225
train/clip_range,79872,0.20000000298023224,1775339661.469658
train/clip_range,86016,0.20000000298023224,1775339669.0574985
train/clip_range,92160,0.20000000298023224,1775339676.73979
train/clip_range,98304,0.20000000298023224,1775339685.0035367
train/clip_range,99996,0.20000000298023224,1775339720.0909421
train/clip_range,110592,0.20000000298023224,1775339732.289992
train/clip_range,116736,0.20000000298023224,1775339740.2050724
train/clip_range,122880,0.20000000298023224,1775339748.1545131
train/clip_range,129024,0.20000000298023224,1775339756.1254883
train/clip_range,135168,0.20000000298023224,1775339764.260996
train/clip_range,141312,0.20000000298023224,1775339772.1690474
train/clip_range,147456,0.20000000298023224,1775339780.118786
train/clip_range,149994,0.20000000298023224,1775339817.9406095
train/clip_range,159744,0.20000000298023224,1775339831.4142935
train/clip_range,165888,0.20000000298023224,1775339840.0908685
train/clip_range,172032,0.20000000298023224,1775339848.1542222
train/clip_range,178176,0.20000000298023224,1775339856.3815982
train/clip_range,184320,0.20000000298023224,1775339864.3020973
train/clip_range,190464,0.20000000298023224,1775339872.3641849
train/clip_range,196608,0.20000000298023224,1775339880.4444351
train/clip_range,199992,0.20000000298023224,1775339917.6414418
train/clip_range,208896,0.20000000298023224,1775339928.7611415
train/clip_range,215040,0.20000000298023224,1775339937.1548378
train/clip_range,221184,0.20000000298023224,1775339945.5601974
train/clip_range,227328,0.20000000298023224,1775339953.6887538
train/clip_range,233472,0.20000000298023224,1775339961.7693603
train/clip_range,239616,0.20000000298023224,1775339970.1455202
train/clip_range,245760,0.20000000298023224,1775339978.4767122
