tag,step,value,wall_time
time/fps,485376,480.0,1775508189.7132056
time/fps,491520,482.0,1775508198.4762933
time/fps,497664,484.0,1775508207.0810013
time/fps,503808,470.0,1775508249.620104
time/fps,509952,472.0,1775508258.2753727
time/fps,516096,474.0,1775508266.9112716
time/fps,522240,476.0,1775508275.6155303
time/fps,528384,478.0,1775508284.0002122
time/fps,534528,480.0,1775508292.6815135
time/fps,540672,481.0,1775508301.2028801
time/fps,546816,483.0,1775508309.7269185
time/fps,552960,471.0,1775508351.7813287
time/fps,559104,473.0,1775508360.0442472
time/fps,565248,475.0,1775508368.4968088
time/fps,571392,477.0,1775508376.9736867
time/fps,577536,478.0,1775508385.4694273
time/fps,583680,480.0,1775508394.2067316
time/fps,589824,481.0,1775508403.099935
time/fps,595968,483.0,1775508411.5499606
time/fps,602112,470.0,1775508457.8721766
time/fps,608256,472.0,1775508466.448166
time/fps,614400,474.0,1775508475.0210404
time/fps,620544,475.0,1775508483.702549
time/fps,626688,477.0,1775508492.1759598
time/fps,632832,478.0,1775508500.7685978
time/fps,638976,480.0,1775508509.505892
time/fps,645120,482.0,1775508517.7615807
time/fps,651264,472.0,1775508558.8163123
time/fps,657408,473.0,1775508567.1403375
time/fps,663552,475.0,1775508575.7840152
time/fps,669696,476.0,1775508584.4349174
time/fps,675840,478.0,1775508592.8248858
time/fps,681984,479.0,1775508601.6155996
time/fps,688128,480.0,1775508610.105147
time/fps,694272,482.0,1775508618.5363617
time/fps,700416,473.0,1775508657.2794225
train/approx_kl,12288,0.006712254136800766,1775507193.5204363
train/approx_kl,18432,0.014552743174135685,1775507202.3759615
train/approx_kl,24576,0.005608444567769766,1775507210.9058802
train/approx_kl,30720,0.007099101785570383,1775507219.3517358
train/approx_kl,36864,0.00591767905279994,1775507227.5969918
train/approx_kl,43008,0.007096053566783667,1775507236.2072642
train/approx_kl,49152,0.0053379167802631855,1775507245.3140388
train/approx_kl,49998,0.006850097328424454,1775507285.0864367
train/approx_kl,61440,0.005909450352191925,1775507301.236024
train/approx_kl,67584,0.003861675737425685,1775507310.943459
train/approx_kl,73728,0.007366441190242767,1775507320.7166579
train/approx_kl,79872,0.008261888287961483,1775507330.3294308
train/approx_kl,86016,0.005401989910751581,1775507339.9705133
train/approx_kl,92160,0.005114630330353975,1775507349.5598779
train/approx_kl,98304,0.006100392434746027,1775507359.1706784
train/approx_kl,99996,0.0037686468567699194,1775507406.5246358
train/approx_kl,110592,0.008108138106763363,1775507420.1951632
train/approx_kl,116736,0.0056260875426232815,1775507428.867859
train/approx_kl,122880,0.005202355328947306,1775507437.6971462
train/approx_kl,129024,0.005218773614615202,1775507446.2660403
train/approx_kl,135168,0.005686942487955093,1775507454.7085848
train/approx_kl,141312,0.006407208740711212,1775507463.3123693
train/approx_kl,147456,0.0031657684594392776,1775507471.523792
train/approx_kl,149994,0.004125268664211035,1775507513.725486
train/approx_kl,159744,0.006050031166523695,1775507526.1891828
train/approx_kl,165888,0.0038542586844414473,1775507534.8569782
train/approx_kl,172032,0.005971283186227083,1775507543.508886
train/approx_kl,178176,0.005220687482506037,1775507552.1852174
train/approx_kl,184320,0.003161488799378276,1775507560.8340816
train/approx_kl,190464,0.006898883730173111,1775507569.3993373
train/approx_kl,196608,0.00374200358055532,1775507577.8747864
train/approx_kl,199992,0.005033004563301802,1775507619.6560235
train/approx_kl,208896,0.0046853055246174335,1775507631.2115798
train/approx_kl,215040,0.004106952343136072,1775507639.8889828
train/approx_kl,221184,0.004633569624274969,1775507648.5129914
train/approx_kl,227328,0.005848032888025045,1775507657.3366735
train/approx_kl,233472,0.004314881283789873,1775507666.400452
train/approx_kl,239616,0.0037609965074807405,1775507675.098346
train/approx_kl,245760,0.005208768416196108,1775507683.839748
train/approx_kl,249990,0.004607734270393848,1775507725.6964638
train/approx_kl,258048,0.004580833949148655,1775507736.153668
train/approx_kl,264192,0.005620697978883982,1775507744.7677352
train/approx_kl,270336,0.0039742193184792995,1775507753.26576
train/approx_kl,276480,0.004451949615031481,1775507761.843134
train/approx_kl,282624,0.00400387030094862,1775507770.4900074
train/approx_kl,288768,0.0034852037206292152,1775507779.2720914
train/approx_kl,294912,0.004472432192414999,1775507787.8819642
train/approx_kl,299988,0.006807876750826836,1775507831.6619642
train/approx_kl,307200,0.006118907127529383,1775507841.3309681
train/approx_kl,313344,0.004066003020852804,1775507850.0391166
train/approx_kl,319488,0.005414376500993967,1775507858.744225
train/approx_kl,325632,0.0070359776727855206,1775507867.4862986
train/approx_kl,331776,0.004062308464199305,1775507876.1974387
train/approx_kl,337920,0.0024730688892304897,1775507884.4214697
train/approx_kl,344064,0.004767292644828558,1775507893.157177
train/approx_kl,349986,0.003986639436334372,1775507930.207787
train/approx_kl,356352,0.00497777434065938,1775507938.8839781
train/approx_kl,362496,0.007057002279907465,1775507947.2640588
train/approx_kl,368640,0.005086988210678101,1775507955.7871213
train/approx_kl,374784,0.005285389255732298,1775507964.4129531
train/approx_kl,380928,0.004386900458484888,1775507972.9634197
train/approx_kl,387072,0.006951980758458376,1775507981.69867
train/approx_kl,393216,0.005573776084929705,1775507990.3162398
train/approx_kl,399360,0.006239801645278931,1775507998.865869
train/approx_kl,399984,0.006608509924262762,1775508036.7739344
train/approx_kl,411648,0.0029726342763751745,1775508051.3602357
train/approx_kl,417792,0.0026838260237127542,1775508060.1604223
train/approx_kl,423936,0.00525053171440959,1775508068.7202103
train/approx_kl,430080,0.00541509548202157,1775508077.5070744
train/approx_kl,436224,0.004680846352130175,1775508086.023227
train/approx_kl,442368,0.002870823023840785,1775508094.912008
train/approx_kl,448512,0.003128303913399577,1775508103.616817
train/approx_kl,449982,0.0037162674125283957,1775508141.85314
train/approx_kl,460800,0.00475336704403162,1775508155.5748608
train/approx_kl,466944,0.004847444128245115,1775508164.2853417
train/approx_kl,473088,0.0035187024623155594,1775508172.895124
train/approx_kl,479232,0.005625622812658548,1775508181.4543536
train/approx_kl,485376,0.004668716341257095,1775508189.7132401
train/approx_kl,491520,0.004909299314022064,1775508198.4763331
train/approx_kl,497664,0.005556900054216385,1775508207.0810397
train/approx_kl,499980,0.0013266013702377677,1775508245.508782
train/approx_kl,509952,0.005420931149274111,1775508258.2754114
train/approx_kl,516096,0.0029874646570533514,1775508266.9113078
train/approx_kl,522240,0.003657842753455043,1775508275.6155696
train/approx_kl,528384,0.005505801644176245,1775508284.0002503
train/approx_kl,534528,0.003515732241794467,1775508292.6815505
train/approx_kl,540672,0.006083367858082056,1775508301.2029173
train/approx_kl,546816,0.0018940059235319495,1775508309.7269568
train/approx_kl,549978,0.0014182975282892585,1775508348.6825097
train/approx_kl,559104,0.0013411128893494606,1775508360.0442848
train/approx_kl,565248,0.0030752860475331545,1775508368.4968462
train/approx_kl,571392,0.0040839859284460545,1775508376.9737303
train/approx_kl,577536,0.0025385126937180758,1775508385.469465
train/approx_kl,583680,0.005476617719978094,1775508394.2067747
train/approx_kl,589824,0.0024419547989964485,1775508403.0999732
train/approx_kl,595968,0.0028631824534386396,1775508411.5500007
train/approx_kl,599976,0.0023011055309325457,1775508455.7328517
train/approx_kl,608256,0.00046506969374604523,1775508466.4482045
train/approx_kl,614400,0.0010596936335787177,1775508475.0210948
train/approx_kl,620544,0.000972396694123745,1775508483.70259
train/approx_kl,626688,0.0019307449692860246,1775508492.176
train/approx_kl,632832,0.00186679617036134,1775508500.7686346
train/approx_kl,638976,0.0020660797599703074,1775508509.5059307
train/approx_kl,645120,0.0002173811662942171,1775508517.7616198
train/approx_kl,649974,0.0002147697377949953,1775508557.483996
train/approx_kl,657408,0.000656509306281805,1775508567.1403754
train/approx_kl,663552,9.687770943855867e-05,1775508575.7840557
train/approx_kl,669696,0.0001780836028046906,1775508584.4349546
train/approx_kl,675840,0.00014252446999307722,1775508592.8249245
train/approx_kl,681984,0.0003084325580857694,1775508601.6156378
train/approx_kl,688128,5.136236359248869e-05,1775508610.1051843
train/approx_kl,694272,5.182900349609554e-05,1775508618.5364056
train/approx_kl,699972,5.674121439369628e-06,1775508656.816111
train/clip_fraction,12288,0.08499348908662796,1775507193.5204535
train/clip_fraction,18432,0.09583333134651184,1775507202.3759782
train/clip_fraction,24576,0.04026692733168602,1775507210.9058974
train/clip_fraction,30720,0.05113932117819786,1775507219.3517525
train/clip_fraction,36864,0.03346354141831398,1775507227.597009
train/clip_fraction,43008,0.04384765774011612,1775507236.2072814
train/clip_fraction,49152,0.01966145820915699,1775507245.3140557
train/clip_fraction,49998,0.03665364533662796,1775507285.0866783
train/clip_fraction,61440,0.02574869804084301,1775507301.23604
train/clip_fraction,67584,0.01650390587747097,1775507310.9434752
train/clip_fraction,73728,0.03069661371409893,1775507320.7166753
train/clip_fraction,79872,0.04755859449505806,1775507330.329451
train/clip_fraction,86016,0.0325520820915699,1775507339.97053
train/clip_fraction,92160,0.02171223983168602,1775507349.5598943
train/clip_fraction,98304,0.03544921800494194,1775507359.1706953
train/clip_fraction,99996,0.01061197929084301,1775507406.5250132
train/clip_fraction,110592,0.04863281175494194,1775507420.1951797
train/clip_fraction,116736,0.03652343899011612,1775507428.8678749
train/clip_fraction,122880,0.02587890625,1775507437.697163
train/clip_fraction,129024,0.02500000037252903,1775507446.2660573
train/clip_fraction,135168,0.03216145932674408,1775507454.7086017
train/clip_fraction,141312,0.02571614645421505,1775507463.3123865
train/clip_fraction,147456,0.01171875,1775507471.523809
train/clip_fraction,149994,0.01376953162252903,1775507513.7257228
train/clip_fraction,159744,0.015299479477107525,1775507526.1891994
train/clip_fraction,165888,0.011653645895421505,1775507534.8569956
train/clip_fraction,172032,0.0345052070915699,1775507543.508903
train/clip_fraction,178176,0.0418294258415699,1775507552.1852338
train/clip_fraction,184320,0.00426432304084301,1775507560.8340976
train/clip_fraction,190464,0.03323567658662796,1775507569.399353
train/clip_fraction,196608,0.02500000037252903,1775507577.8748024
train/clip_fraction,199992,0.02552083320915699,1775507619.6562576
train/clip_fraction,208896,0.01282552070915699,1775507631.2115963
train/clip_fraction,215040,0.02594401128590107,1775507639.8889995
train/clip_fraction,221184,0.01712239533662796,1775507648.5130086
train/clip_fraction,227328,0.01575520820915699,1775507657.3366902
train/clip_fraction,233472,0.02158203162252903,1775507666.4004686
train/clip_fraction,239616,0.01744791679084301,1775507675.0983622
train/clip_fraction,245760,0.03707682341337204,1775507683.8397646
train/clip_fraction,249990,0.02096354216337204,1775507725.6966863
train/clip_fraction,258048,0.01630859449505806,1775507736.153684
train/clip_fraction,264192,0.02805989608168602,1775507744.7677517
train/clip_fraction,270336,0.006054687313735485,1775507753.265777
train/clip_fraction,276480,0.009309896267950535,1775507761.8431509
train/clip_fraction,282624,0.01751301996409893,1775507770.4900246
train/clip_fraction,288768,0.004947916604578495,1775507779.2721083
train/clip_fraction,294912,0.01647135429084301,1775507787.881981
train/clip_fraction,299988,0.03092447854578495,1775507831.662234
train/clip_fraction,307200,0.02373046800494194,1775507841.330985
train/clip_fraction,313344,0.01767578162252903,1775507850.0391326
train/clip_fraction,319488,0.02864583395421505,1775507858.7442415
train/clip_fraction,325632,0.03492838516831398,1775507867.4863143
train/clip_fraction,331776,0.01927083358168602,1775507876.1974552
train/clip_fraction,337920,0.005175781436264515,1775507884.4214869
train/clip_fraction,344064,0.02060546912252903,1775507893.1571937
train/clip_fraction,349986,0.006087239366024733,1775507930.2080853
train/clip_fraction,356352,0.02008463628590107,1775507938.8839946
train/clip_fraction,362496,0.04602864757180214,1775507947.2640753
train/clip_fraction,368640,0.01852213591337204,1775507955.7871382
train/clip_fraction,374784,0.02151692658662796,1775507964.4129713
train/clip_fraction,380928,0.02141926996409893,1775507972.9634366
train/clip_fraction,387072,0.04023437574505806,1775507981.698686
train/clip_fraction,393216,0.01171875,1775507990.3162568
train/clip_fraction,399360,0.02708333358168602,1775507998.8658867
train/clip_fraction,399984,0.02099609375,1775508036.7742167
train/clip_fraction,411648,0.0014322916977107525,1775508051.360261
train/clip_fraction,417792,0.00839843787252903,1775508060.16044
train/clip_fraction,423936,0.02001953125,1775508068.7202275
train/clip_fraction,430080,0.02486979216337204,1775508077.5070922
train/clip_fraction,436224,0.009602864272892475,1775508086.0232441
train/clip_fraction,442368,0.007845052517950535,1775508094.9120243
train/clip_fraction,448512,0.0044270833022892475,1775508103.6168332
train/clip_fraction,449982,0.0042968750931322575,1775508141.8533921
train/clip_fraction,460800,0.01565755158662796,1775508155.5748777
train/clip_fraction,466944,0.01233723945915699,1775508164.2853584
train/clip_fraction,473088,0.005631510633975267,1775508172.8951411
train/clip_fraction,479232,0.01259765587747097,1775508181.45437
train/clip_fraction,485376,0.01826171949505806,1775508189.7132573
train/clip_fraction,491520,0.02649739570915699,1775508198.4763505
train/clip_fraction,497664,0.009830729104578495,1775508207.0810566
train/clip_fraction,499980,0.0005859375232830644,1775508245.5090203
train/clip_fraction,509952,0.01953125,1775508258.275428
train/clip_fraction,516096,0.00869140587747097,1775508266.911325
train/clip_fraction,522240,0.003841145895421505,1775508275.6155858
train/clip_fraction,528384,0.012890624813735485,1775508284.000267
train/clip_fraction,534528,0.003841145895421505,1775508292.6815667
train/clip_fraction,540672,0.01695963554084301,1775508301.202934
train/clip_fraction,546816,0.0002604166802484542,1775508309.726974
train/clip_fraction,549978,0.0005533854127861559,1775508348.6827433
train/clip_fraction,559104,0.0030924479942768812,1775508360.044302
train/clip_fraction,565248,0.0017252604011446238,1775508368.4968631
train/clip_fraction,571392,0.0073567708022892475,1775508376.9737468
train/clip_fraction,577536,0.007877604104578495,1775508385.4694817
train/clip_fraction,583680,0.0045572915114462376,1775508394.2067919
train/clip_fraction,589824,0.0009114583372138441,1775508403.0999894
train/clip_fraction,595968,0.0012695312034338713,1775508411.5500188
train/clip_fraction,599976,0.0011067708255723119,1775508455.7331624
train/clip_fraction,608256,9.765625145519152e-05,1775508466.4482214
train/clip_fraction,614400,0.0017252604011446238,1775508475.0211148
train/clip_fraction,620544,0.0,1775508483.702607
train/clip_fraction,626688,0.0005208333604969084,1775508492.1760168
train/clip_fraction,632832,0.0,1775508500.7686512
train/clip_fraction,638976,0.0012044270988553762,1775508509.5059474
train/clip_fraction,645120,0.0,1775508517.7616365
train/clip_fraction,649974,0.0,1775508557.4842308
train/clip_fraction,657408,0.0,1775508567.1403925
train/clip_fraction,663552,0.0,1775508575.784073
train/clip_fraction,669696,0.0009440103895030916,1775508584.4349713
train/clip_fraction,675840,0.0,1775508592.8249407
train/clip_fraction,681984,0.0,1775508601.615655
train/clip_fraction,688128,0.0,1775508610.105201
train/clip_fraction,694272,0.0,1775508618.536423
train/clip_fraction,699972,0.0,1775508656.816467
train/clip_range,12288,0.20000000298023224,1775507193.5204687
train/clip_range,18432,0.20000000298023224,1775507202.3759923
train/clip_range,24576,0.20000000298023224,1775507210.905912
train/clip_range,30720,0.20000000298023224,1775507219.3517668
train/clip_range,36864,0.20000000298023224,1775507227.5970237
train/clip_range,43008,0.20000000298023224,1775507236.2072954
train/clip_range,49152,0.20000000298023224,1775507245.31407
train/clip_range,49998,0.20000000298023224,1775507285.0869172
train/clip_range,61440,0.20000000298023224,1775507301.2360537
train/clip_range,67584,0.20000000298023224,1775507310.943489
train/clip_range,73728,0.20000000298023224,1775507320.7166896
train/clip_range,79872,0.20000000298023224,1775507330.329466
train/clip_range,86016,0.20000000298023224,1775507339.9705443
train/clip_range,92160,0.20000000298023224,1775507349.5599084
train/clip_range,98304,0.20000000298023224,1775507359.1707096
train/clip_range,99996,0.20000000298023224,1775507406.5253236
train/clip_range,110592,0.20000000298023224,1775507420.1951945
train/clip_range,116736,0.20000000298023224,1775507428.8678882
train/clip_range,122880,0.20000000298023224,1775507437.6971776
train/clip_range,129024,0.20000000298023224,1775507446.2660718
train/clip_range,135168,0.20000000298023224,1775507454.7086163
train/clip_range,141312,0.20000000298023224,1775507463.3124008
train/clip_range,147456,0.20000000298023224,1775507471.523823
train/clip_range,149994,0.20000000298023224,1775507513.7259793
train/clip_range,159744,0.20000000298023224,1775507526.1892135
train/clip_range,165888,0.20000000298023224,1775507534.8570096
train/clip_range,172032,0.20000000298023224,1775507543.508917
train/clip_range,178176,0.20000000298023224,1775507552.1852486
train/clip_range,184320,0.20000000298023224,1775507560.8341117
train/clip_range,190464,0.20000000298023224,1775507569.3993673
train/clip_range,196608,0.20000000298023224,1775507577.8748164
train/clip_range,199992,0.20000000298023224,1775507619.6564941
train/clip_range,208896,0.20000000298023224,1775507631.21161
train/clip_range,215040,0.20000000298023224,1775507639.8890138
train/clip_range,221184,0.20000000298023224,1775507648.5130234
train/clip_range,227328,0.20000000298023224,1775507657.3367045
train/clip_range,233472,0.20000000298023224,1775507666.4004831
train/clip_range,239616,0.20000000298023224,1775507675.098376
train/clip_range,245760,0.20000000298023224,1775507683.8397787
train/clip_range,249990,0.20000000298023224,1775507725.6969151
train/clip_range,258048,0.20000000298023224,1775507736.153698
train/clip_range,264192,0.20000000298023224,1775507744.7677658
train/clip_range,270336,0.20000000298023224,1775507753.2657914
train/clip_range,276480,0.20000000298023224,1775507761.8431652
train/clip_range,282624,0.20000000298023224,1775507770.4900389
train/clip_range,288768,0.20000000298023224,1775507779.2721224
train/clip_range,294912,0.20000000298023224,1775507787.8819947
train/clip_range,299988,0.20000000298023224,1775507831.662582
train/clip_range,307200,0.20000000298023224,1775507841.3309994
train/clip_range,313344,0.20000000298023224,1775507850.0391467
train/clip_range,319488,0.20000000298023224,1775507858.744256
train/clip_range,325632,0.20000000298023224,1775507867.4863281
train/clip_range,331776,0.20000000298023224,1775507876.19747
train/clip_range,337920,0.20000000298023224,1775507884.4215014
train/clip_range,344064,0.20000000298023224,1775507893.1572077
train/clip_range,349986,0.20000000298023224,1775507930.2083886
train/clip_range,356352,0.20000000298023224,1775507938.8840082
train/clip_range,362496,0.20000000298023224,1775507947.2640893
train/clip_range,368640,0.20000000298023224,1775507955.7871523
train/clip_range,374784,0.20000000298023224,1775507964.4129875
train/clip_range,380928,0.20000000298023224,1775507972.9634504
train/clip_range,387072,0.20000000298023224,1775507981.6987
train/clip_range,393216,0.20000000298023224,1775507990.316271
train/clip_range,399360,0.20000000298023224,1775507998.8659008
train/clip_range,399984,0.20000000298023224,1775508036.7744951
train/clip_range,411648,0.20000000298023224,1775508051.3602765
train/clip_range,417792,0.20000000298023224,1775508060.1604538
train/clip_range,423936,0.20000000298023224,1775508068.7202423
train/clip_range,430080,0.20000000298023224,1775508077.5071063
train/clip_range,436224,0.20000000298023224,1775508086.0232582
train/clip_range,442368,0.20000000298023224,1775508094.9120386
train/clip_range,448512,0.20000000298023224,1775508103.6168473
train/clip_range,449982,0.20000000298023224,1775508141.8536344
train/clip_range,460800,0.20000000298023224,1775508155.5748925
train/clip_range,466944,0.20000000298023224,1775508164.285373
train/clip_range,473088,0.20000000298023224,1775508172.8951552
train/clip_range,479232,0.20000000298023224,1775508181.4543846
train/clip_range,485376,0.20000000298023224,1775508189.7132716
train/clip_range,491520,0.20000000298023224,1775508198.4763649
train/clip_range,497664,0.20000000298023224,1775508207.0810707
train/clip_range,499980,0.20000000298023224,1775508245.5092769
train/clip_range,509952,0.20000000298023224,1775508258.2754424
train/clip_range,516096,0.20000000298023224,1775508266.9113395
train/clip_range,522240,0.20000000298023224,1775508275.6155999
train/clip_range,528384,0.20000000298023224,1775508284.000281
train/clip_range,534528,0.20000000298023224,1775508292.6815805
train/clip_range,540672,0.20000000298023224,1775508301.2029488
train/clip_range,546816,0.20000000298023224,1775508309.7269886
train/clip_range,549978,0.20000000298023224,1775508348.6830466
train/clip_range,559104,0.20000000298023224,1775508360.044316
train/clip_range,565248,0.20000000298023224,1775508368.4968777
train/clip_range,571392,0.20000000298023224,1775508376.9737613
train/clip_range,577536,0.20000000298023224,1775508385.469496
train/clip_range,583680,0.20000000298023224,1775508394.2068062
train/clip_range,589824,0.20000000298023224,1775508403.1000035
train/clip_range,595968,0.20000000298023224,1775508411.5500338
train/clip_range,599976,0.20000000298023224,1775508455.7334483
train/clip_range,608256,0.20000000298023224,1775508466.4482355
train/clip_range,614400,0.20000000298023224,1775508475.0211303
train/clip_range,620544,0.20000000298023224,1775508483.702621
train/clip_range,626688,0.20000000298023224,1775508492.1760318
train/clip_range,632832,0.20000000298023224,1775508500.768665
train/clip_range,638976,0.20000000298023224,1775508509.5059614
train/clip_range,645120,0.20000000298023224,1775508517.7616513
train/clip_range,649974,0.20000000298023224,1775508557.4845066
train/clip_range,657408,0.20000000298023224,1775508567.1404068
train/clip_range,663552,0.20000000298023224,1775508575.784088
train/clip_range,669696,0.20000000298023224,1775508584.4349854
train/clip_range,675840,0.20000000298023224,1775508592.8249557
train/clip_range,681984,0.20000000298023224,1775508601.6156695
train/clip_range,688128,0.20000000298023224,1775508610.1052155
train/clip_range,694272,0.20000000298023224,1775508618.5364375
train/clip_range,699972,0.20000000298023224,1775508656.8167894
train/entropy_loss,12288,-1.5726501941680908,1775507193.520482
train/entropy_loss,18432,-1.5141818523406982,1775507202.3760052
train/entropy_loss,24576,-1.4657433032989502,1775507210.905924
train/entropy_loss,30720,-1.4301289319992065,1775507219.3517797
train/entropy_loss,36864,-1.4005308151245117,1775507227.5970376
train/entropy_loss,43008,-1.3817453384399414,1775507236.2073083
train/entropy_loss,49152,-1.3526679277420044,1775507245.3140829
train/entropy_loss,49998,-1.3299607038497925,1775507285.0871453
train/entropy_loss,61440,-1.3196346759796143,1775507301.2360663
train/entropy_loss,67584,-1.2965846061706543,1775507310.9435015
train/entropy_loss,73728,-1.296994686126709,1775507320.7167027
train/entropy_loss,79872,-1.2951635122299194,1775507330.3294795
train/entropy_loss,86016,-1.2750271558761597,1775507339.9705572
train/entropy_loss,92160,-1.264093279838562,1775507349.5599217
train/entropy_loss,98304,-1.2482222318649292,1775507359.1707222
train/entropy_loss,99996,-1.2429009675979614,1775507406.5256057
train/entropy_loss,110592,-1.2284421920776367,1775507420.1952066
train/entropy_loss,116736,-1.2311286926269531,1775507428.8679004
train/entropy_loss,122880,-1.234175205230713,1775507437.69719
train/entropy_loss,129024,-1.2303550243377686,1775507446.2660844
train/entropy_loss,135168,-1.2373601198196411,1775507454.7086284
train/entropy_loss,141312,-1.2279362678527832,1775507463.312414
train/entropy_loss,147456,-1.212907075881958,1775507471.523836
train/entropy_loss,149994,-1.2146869897842407,1775507513.7262068
train/entropy_loss,159744,-1.2048572301864624,1775507526.1892262
train/entropy_loss,165888,-1.204622745513916,1775507534.857023
train/entropy_loss,172032,-1.1922223567962646,1775507543.5089295
train/entropy_loss,178176,-1.2076467275619507,1775507552.185262
train/entropy_loss,184320,-1.1890125274658203,1775507560.8341253
train/entropy_loss,190464,-1.187820315361023,1775507569.3993797
train/entropy_loss,196608,-1.2133938074111938,1775507577.8748288
train/entropy_loss,199992,-1.1951274871826172,1775507619.6567488
train/entropy_loss,208896,-1.203821063041687,1775507631.2116227
train/entropy_loss,215040,-1.1823468208312988,1775507639.8890266
train/entropy_loss,221184,-1.1960797309875488,1775507648.5130363
train/entropy_loss,227328,-1.1949679851531982,1775507657.3367174
train/entropy_loss,233472,-1.1911945343017578,1775507666.4004958
train/entropy_loss,239616,-1.1831226348876953,1775507675.0983882
train/entropy_loss,245760,-1.170375108718872,1775507683.8397908
train/entropy_loss,249990,-1.1832594871520996,1775507725.6971445
train/entropy_loss,258048,-1.1815226078033447,1775507736.1537106
train/entropy_loss,264192,-1.1864848136901855,1775507744.767779
train/entropy_loss,270336,-1.2015804052352905,1775507753.2658043
train/entropy_loss,276480,-1.1989554166793823,1775507761.843178
train/entropy_loss,282624,-1.2021132707595825,1775507770.4900525
train/entropy_loss,288768,-1.2110342979431152,1775507779.2721357
train/entropy_loss,294912,-1.2047648429870605,1775507787.882007
train/entropy_loss,299988,-1.189629077911377,1775507831.662951
train/entropy_loss,307200,-1.1841109991073608,1775507841.3310127
train/entropy_loss,313344,-1.1685494184494019,1775507850.0391595
train/entropy_loss,319488,-1.1649351119995117,1775507858.744269
train/entropy_loss,325632,-1.1807732582092285,1775507867.4863403
train/entropy_loss,331776,-1.1726722717285156,1775507876.197483
train/entropy_loss,337920,-1.1766078472137451,1775507884.4215145
train/entropy_loss,344064,-1.2002121210098267,1775507893.1572201
train/entropy_loss,349986,-1.1940582990646362,1775507930.208669
train/entropy_loss,356352,-1.1990594863891602,1775507938.8840213
train/entropy_loss,362496,-1.1904377937316895,1775507947.2641017
train/entropy_loss,368640,-1.1982331275939941,1775507955.7871647
train/entropy_loss,374784,-1.2092171907424927,1775507964.4130003
